Player,Rank,Sets_Won,Games_Won,Aces,DoubleFaults,FirstServes_Won,FirstServes_In,SecondServes_Won,SecondServes_In,BreakPoints_Won,BreakPoints,ReturnPoints_Won,ReturnPoints_Faced,TotalPoints_Won,won_game?,FirstServes_ratio,SecondServes_ratio,BreakPoints_ratio,ReturnPoints_ratio,datetime,year,Tournament,Round_Description,Court_Surface,Total_Serves,Aces%,ServesWon%
Andrea Petkovic,10.0,2.0,12,2.0,4.0,14.0,20.0,11.0,23.0,7.0,11.0,39.0,62.0,64.0,1,0.7,0.4782608695652174,0.6363636363636364,0.6290322580645161,2015-03-23,2015,Miami,Second Round,Hard,43.0,0.046511627906976744,0.5813953488372093
Svetlana Kuznetsova,29.0,2.0,12,4.0,0.0,23.0,30.0,10.0,19.0,5.0,11.0,28.0,53.0,61.0,1,0.7666666666666667,0.5263157894736842,0.45454545454545453,0.5283018867924528,2015-03-23,2015,Miami,Second Round,Hard,49.0,0.08163265306122448,0.673469387755102
Catherine Cartan Bellis,211.0,2.0,12,0.0,4.0,13.0,20.0,13.0,26.0,7.0,9.0,34.0,56.0,60.0,1,0.65,0.5,0.7777777777777778,0.6071428571428571,2015-03-23,2015,Miami,Second Round,Hard,46.0,0.0,0.5652173913043478
Kurumi Nara,54.0,2.0,13,0.0,5.0,44.0,57.0,10.0,25.0,3.0,4.0,25.0,65.0,79.0,1,0.7719298245614035,0.4,0.75,0.38461538461538464,2015-03-23,2015,Miami,Second Round,Hard,82.0,0.0,0.6585365853658537
Tatjana Maria,113.0,2.0,13,2.0,1.0,22.0,38.0,20.0,30.0,5.0,10.0,34.0,64.0,76.0,1,0.5789473684210527,0.6666666666666666,0.5,0.53125,2015-03-23,2015,Miami,Second Round,Hard,68.0,0.029411764705882353,0.6176470588235294
Angelique Kerber,15.0,2.0,16,2.0,5.0,37.0,67.0,17.0,41.0,8.0,18.0,57.0,116.0,111.0,1,0.5522388059701493,0.4146341463414634,0.4444444444444444,0.49137931034482757,2015-03-23,2015,Miami,Second Round,Hard,108.0,0.018518518518518517,0.5
Sloane Stephens,45.0,2.0,12,1.0,2.0,20.0,30.0,13.0,26.0,5.0,6.0,26.0,52.0,59.0,1,0.6666666666666666,0.5,0.8333333333333334,0.5,2015-03-23,2015,Miami,Second Round,Hard,56.0,0.017857142857142856,0.5892857142857143
Karolina Pliskova,14.0,2.0,14,6.0,6.0,34.0,57.0,16.0,39.0,6.0,13.0,48.0,98.0,98.0,1,0.5964912280701754,0.41025641025641024,0.46153846153846156,0.4897959183673469,2015-03-23,2015,Miami,Second Round,Hard,96.0,0.0625,0.5208333333333334
Camila Giorgi,37.0,2.0,12,4.0,10.0,27.0,30.0,13.0,28.0,3.0,6.0,20.0,42.0,60.0,1,0.9,0.4642857142857143,0.5,0.47619047619047616,2015-03-23,2015,Miami,Second Round,Hard,58.0,0.06896551724137931,0.6896551724137931
Agnieszka Radwanska,8.0,2.0,13,0.0,1.0,25.0,39.0,17.0,31.0,5.0,10.0,33.0,68.0,75.0,1,0.6410256410256411,0.5483870967741935,0.5,0.4852941176470588,2015-03-23,2015,Miami,Second Round,Hard,70.0,0.0,0.6
Irina-Camelia Begu,35.0,2.0,17,2.0,3.0,42.0,68.0,14.0,27.0,6.0,9.0,39.0,91.0,95.0,1,0.6176470588235294,0.5185185185185185,0.6666666666666666,0.42857142857142855,2015-03-23,2015,Miami,Second Round,Hard,95.0,0.021052631578947368,0.5894736842105263
Caroline Wozniacki,5.0,2.0,16,0.0,7.0,33.0,50.0,9.0,30.0,8.0,15.0,46.0,87.0,88.0,1,0.66,0.3,0.5333333333333333,0.5287356321839081,2015-03-23,2015,Miami,Third Round,Hard,80.0,0.0,0.525
Venus Williams,16.0,2.0,13,5.0,4.0,26.0,31.0,15.0,32.0,5.0,11.0,38.0,81.0,79.0,1,0.8387096774193549,0.46875,0.45454545454545453,0.4691358024691358,2015-03-23,2015,Miami,Third Round,Hard,63.0,0.07936507936507936,0.6507936507936508
Svetlana Kuznetsova,29.0,2.0,15,0.0,1.0,36.0,60.0,14.0,28.0,6.0,18.0,52.0,115.0,102.0,1,0.6,0.5,0.3333333333333333,0.45217391304347826,2015-03-23,2015,Miami,Third Round,Hard,88.0,0.0,0.5681818181818182
Belinda Bencic,34.0,2.0,13,1.0,2.0,34.0,54.0,12.0,18.0,4.0,14.0,40.0,85.0,86.0,1,0.6296296296296297,0.6666666666666666,0.2857142857142857,0.47058823529411764,2015-03-23,2015,Miami,Third Round,Hard,72.0,0.013888888888888888,0.6388888888888888
Sloane Stephens,45.0,2.0,12,1.0,1.0,16.0,29.0,21.0,30.0,5.0,7.0,29.0,56.0,66.0,1,0.5517241379310345,0.7,0.7142857142857143,0.5178571428571429,2015-03-23,2015,Miami,Third Round,Hard,59.0,0.01694915254237288,0.6271186440677966
Sabine Lisicki,21.0,2.0,14,4.0,4.0,30.0,47.0,16.0,35.0,5.0,9.0,44.0,91.0,90.0,1,0.6382978723404256,0.45714285714285713,0.5555555555555556,0.4835164835164835,2015-03-23,2015,Miami,Third Round,Hard,82.0,0.04878048780487805,0.5609756097560976
Flavia Pennetta,28.0,2.0,14,4.0,3.0,40.0,61.0,15.0,35.0,4.0,10.0,39.0,89.0,94.0,1,0.6557377049180327,0.42857142857142855,0.4,0.43820224719101125,2015-03-23,2015,Miami,Third Round,Hard,96.0,0.041666666666666664,0.5729166666666666
Carla Suarez Navarro,12.0,2.0,12,1.0,4.0,22.0,34.0,4.0,12.0,7.0,12.0,32.0,48.0,58.0,1,0.6470588235294118,0.3333333333333333,0.5833333333333334,0.6666666666666666,2015-03-23,2015,Miami,Third Round,Hard,46.0,0.021739130434782608,0.5652173913043478
Agnieszka Radwanska,8.0,2.0,16,0.0,4.0,30.0,44.0,15.0,31.0,7.0,13.0,41.0,80.0,86.0,1,0.6818181818181818,0.4838709677419355,0.5384615384615384,0.5125,2015-03-23,2015,Miami,Third Round,Hard,75.0,0.0,0.6
Daria Gavrilova,97.0,2.0,13,0.0,4.0,23.0,30.0,10.0,23.0,6.0,12.0,40.0,73.0,73.0,1,0.7666666666666667,0.43478260869565216,0.5,0.547945205479452,2015-03-23,2015,Miami,Third Round,Hard,53.0,0.0,0.6226415094339622
Simona Halep,3.0,2.0,13,0.0,5.0,27.0,45.0,10.0,22.0,6.0,8.0,35.0,67.0,72.0,1,0.6,0.45454545454545453,0.75,0.5223880597014925,2015-03-23,2015,Miami,Third Round,Hard,67.0,0.0,0.5522388059701493
Andrea Petkovic,10.0,2.0,12,1.0,0.0,24.0,40.0,12.0,20.0,6.0,10.0,30.0,46.0,66.0,1,0.6,0.6,0.6,0.6521739130434783,2015-03-23,2015,Miami,Third Round,Hard,60.0,0.016666666666666666,0.6
Sara Errani,13.0,2.0,16,0.0,2.0,38.0,69.0,11.0,20.0,7.0,9.0,47.0,92.0,96.0,1,0.5507246376811594,0.55,0.7777777777777778,0.5108695652173914,2015-03-23,2015,Miami,Third Round,Hard,89.0,0.0,0.550561797752809
Ekaterina Makarova,9.0,2.0,12,0.0,0.0,17.0,22.0,16.0,22.0,4.0,5.0,24.0,50.0,57.0,1,0.7727272727272727,0.7272727272727273,0.8,0.48,2015-03-23,2015,Miami,Third Round,Hard,44.0,0.0,0.75
Karolina Pliskova,14.0,2.0,13,0.0,3.0,15.0,21.0,17.0,27.0,6.0,8.0,32.0,58.0,64.0,1,0.7142857142857143,0.6296296296296297,0.75,0.5517241379310345,2015-03-23,2015,Miami,Third Round,Hard,48.0,0.0,0.6666666666666666
Serena Williams,1.0,2.0,12,7.0,0.0,17.0,17.0,11.0,13.0,5.0,6.0,23.0,35.0,51.0,1,1.0,0.8461538461538461,0.8333333333333334,0.6571428571428571,2015-03-23,2015,Miami,Third Round,Hard,30.0,0.23333333333333334,0.9333333333333333
Serena Williams,1.0,2.0,12,6.0,7.0,29.0,34.0,14.0,28.0,3.0,5.0,19.0,44.0,62.0,1,0.8529411764705882,0.5,0.6,0.4318181818181818,2015-03-23,2015,Miami,Fourth Round,Hard,62.0,0.0967741935483871,0.6935483870967742
Simona Halep,3.0,2.0,13,0.0,4.0,26.0,42.0,14.0,24.0,5.0,11.0,34.0,67.0,74.0,1,0.6190476190476191,0.5833333333333334,0.45454545454545453,0.5074626865671642,2015-03-23,2015,Miami,Fourth Round,Hard,66.0,0.0,0.6060606060606061
Sabine Lisicki,21.0,2.0,12,6.0,2.0,22.0,31.0,10.0,19.0,6.0,6.0,28.0,43.0,60.0,1,0.7096774193548387,0.5263157894736842,1.0,0.6511627906976745,2015-03-23,2015,Miami,Fourth Round,Hard,50.0,0.12,0.64
Andrea Petkovic,10.0,2.0,13,3.0,2.0,27.0,49.0,13.0,25.0,7.0,12.0,44.0,75.0,84.0,1,0.5510204081632653,0.52,0.5833333333333334,0.5866666666666667,2015-03-23,2015,Miami,Fourth Round,Hard,74.0,0.04054054054054054,0.5405405405405406
Venus Williams,16.0,2.0,13,5.0,7.0,22.0,34.0,15.0,33.0,7.0,12.0,43.0,73.0,80.0,1,0.6470588235294118,0.45454545454545453,0.5833333333333334,0.589041095890411,2015-03-23,2015,Miami,Fourth Round,Hard,67.0,0.07462686567164178,0.5522388059701493
Carla Suarez Navarro,12.0,2.0,17,1.0,4.0,38.0,57.0,10.0,27.0,8.0,15.0,49.0,92.0,97.0,1,0.6666666666666666,0.37037037037037035,0.5333333333333333,0.532608695652174,2015-03-23,2015,Miami,Fourth Round,Hard,84.0,0.011904761904761904,0.5714285714285714
Karolina Pliskova,14.0,2.0,12,7.0,3.0,24.0,28.0,7.0,16.0,5.0,6.0,26.0,48.0,57.0,1,0.8571428571428571,0.4375,0.8333333333333334,0.5416666666666666,2015-03-23,2015,Miami,Fourth Round,Hard,44.0,0.1590909090909091,0.7045454545454546
Sloane Stephens,45.0,2.0,13,4.0,7.0,36.0,54.0,15.0,33.0,4.0,11.0,38.0,85.0,89.0,1,0.6666666666666666,0.45454545454545453,0.36363636363636365,0.4470588235294118,2015-03-23,2015,Miami,Fourth Round,Hard,87.0,0.04597701149425287,0.5862068965517241
Carla Suarez Navarro,12.0,2.0,13,0.0,2.0,33.0,53.0,14.0,32.0,6.0,7.0,34.0,75.0,81.0,1,0.6226415094339622,0.4375,0.8571428571428571,0.4533333333333333,2015-03-23,2015,Miami,Quarter-finals,Hard,85.0,0.0,0.5529411764705883
Serena Williams,1.0,2.0,14,4.0,6.0,24.0,40.0,24.0,48.0,5.0,8.0,37.0,87.0,85.0,1,0.6,0.5,0.625,0.42528735632183906,2015-03-23,2015,Miami,Quarter-finals,Hard,88.0,0.045454545454545456,0.5454545454545454
Andrea Petkovic,10.0,2.0,12,2.0,4.0,28.0,40.0,12.0,24.0,5.0,11.0,29.0,55.0,69.0,1,0.7,0.5,0.45454545454545453,0.5272727272727272,2015-03-23,2015,Miami,Quarter-finals,Hard,64.0,0.03125,0.625
Simona Halep,3.0,2.0,13,0.0,0.0,27.0,44.0,10.0,15.0,5.0,10.0,27.0,52.0,64.0,1,0.6136363636363636,0.6666666666666666,0.5,0.5192307692307693,2015-03-23,2015,Miami,Quarter-finals,Hard,59.0,0.0,0.6271186440677966
Carla Suarez Navarro,12.0,2.0,12,3.0,0.0,26.0,34.0,10.0,15.0,3.0,10.0,29.0,65.0,65.0,1,0.7647058823529411,0.6666666666666666,0.3,0.4461538461538462,2015-03-23,2015,Miami,Semi-finals,Hard,49.0,0.061224489795918366,0.7346938775510204
Serena Williams,1.0,2.0,17,8.0,2.0,29.0,36.0,26.0,43.0,4.0,6.0,40.0,95.0,95.0,1,0.8055555555555556,0.6046511627906976,0.6666666666666666,0.42105263157894735,2015-03-23,2015,Miami,Semi-finals,Hard,79.0,0.10126582278481013,0.6962025316455697
Serena Williams,1.0,2.0,12,7.0,1.0,21.0,22.0,8.0,14.0,5.0,9.0,27.0,44.0,56.0,1,0.9545454545454546,0.5714285714285714,0.5555555555555556,0.6136363636363636,2015-03-23,2015,Miami,Finals,Hard,36.0,0.19444444444444445,0.8055555555555556
Kateryna Bondarenko,119.0,2.0,13,0.0,2.0,35.0,57.0,7.0,16.0,5.0,6.0,33.0,69.0,75.0,1,0.6140350877192983,0.4375,0.8333333333333334,0.4782608695652174,2015-07-20,2015,Istanbul,First Round,Hard,73.0,0.0,0.5753424657534246
Urszula Radwanska,99.0,2.0,15,1.0,7.0,32.0,51.0,21.0,46.0,7.0,12.0,51.0,99.0,104.0,1,0.6274509803921569,0.45652173913043476,0.5833333333333334,0.5151515151515151,2015-07-20,2015,Istanbul,First Round,Hard,97.0,0.010309278350515464,0.5463917525773195
Mona Barthel,61.0,2.0,13,2.0,0.0,27.0,45.0,14.0,27.0,6.0,6.0,40.0,74.0,81.0,1,0.6,0.5185185185185185,1.0,0.5405405405405406,2015-07-20,2015,Istanbul,First Round,Hard,72.0,0.027777777777777776,0.5694444444444444
Bojana Jovanovski,67.0,2.0,17,8.0,5.0,41.0,60.0,20.0,39.0,5.0,14.0,48.0,110.0,109.0,1,0.6833333333333333,0.5128205128205128,0.35714285714285715,0.43636363636363634,2015-07-20,2015,Istanbul,First Round,Hard,99.0,0.08080808080808081,0.6161616161616161
Francesca Schiavone,85.0,2.0,12,0.0,1.0,13.0,17.0,11.0,19.0,7.0,15.0,37.0,59.0,61.0,1,0.7647058823529411,0.5789473684210527,0.4666666666666667,0.6271186440677966,2015-07-20,2015,Istanbul,First Round,Hard,36.0,0.0,0.6666666666666666
Camila Giorgi,31.0,2.0,19,6.0,22.0,46.0,68.0,20.0,55.0,8.0,14.0,60.0,122.0,126.0,1,0.6764705882352942,0.36363636363636365,0.5714285714285714,0.4918032786885246,2015-07-20,2015,Istanbul,First Round,Hard,123.0,0.04878048780487805,0.5365853658536586
Alize Cornet,28.0,2.0,13,3.0,8.0,30.0,44.0,9.0,22.0,5.0,14.0,37.0,76.0,76.0,1,0.6818181818181818,0.4090909090909091,0.35714285714285715,0.4868421052631579,2015-07-20,2015,Istanbul,First Round,Hard,66.0,0.045454545454545456,0.5909090909090909
Ipek Soylu,190.0,2.0,14,4.0,6.0,36.0,49.0,14.0,37.0,5.0,13.0,43.0,92.0,93.0,1,0.7346938775510204,0.3783783783783784,0.38461538461538464,0.4673913043478261,2015-07-20,2015,Istanbul,First Round,Hard,86.0,0.046511627906976744,0.5813953488372093
Daniela Hantuchova,65.0,2.0,16,2.0,3.0,36.0,54.0,19.0,32.0,5.0,11.0,43.0,93.0,98.0,1,0.6666666666666666,0.59375,0.45454545454545453,0.46236559139784944,2015-07-20,2015,Istanbul,First Round,Hard,86.0,0.023255813953488372,0.6395348837209303
Roberta Vinci,58.0,2.0,12,8.0,2.0,24.0,27.0,5.0,14.0,5.0,10.0,28.0,50.0,57.0,1,0.8888888888888888,0.35714285714285715,0.5,0.56,2015-07-20,2015,Istanbul,First Round,Hard,41.0,0.1951219512195122,0.7073170731707317
Kurumi Nara,60.0,2.0,13,0.0,2.0,32.0,54.0,12.0,19.0,4.0,5.0,35.0,74.0,79.0,1,0.5925925925925926,0.631578947368421,0.8,0.47297297297297297,2015-07-20,2015,Istanbul,First Round,Hard,73.0,0.0,0.6027397260273972
Lesya Tsurenko,71.0,2.0,16,0.0,10.0,37.0,57.0,10.0,38.0,8.0,16.0,65.0,125.0,112.0,1,0.6491228070175439,0.2631578947368421,0.5,0.52,2015-07-20,2015,Istanbul,First Round,Hard,95.0,0.0,0.49473684210526314
Magdalena Rybarikova,50.0,2.0,12,3.0,0.0,22.0,31.0,9.0,17.0,5.0,6.0,23.0,41.0,54.0,1,0.7096774193548387,0.5294117647058824,0.8333333333333334,0.5609756097560976,2015-07-20,2015,Istanbul,First Round,Hard,48.0,0.0625,0.6458333333333334
Tsvetana Pironkova,42.0,2.0,14,2.0,3.0,41.0,62.0,25.0,44.0,1.0,7.0,32.0,102.0,98.0,1,0.6612903225806451,0.5681818181818182,0.14285714285714285,0.3137254901960784,2015-07-20,2015,Istanbul,First Round,Hard,106.0,0.018867924528301886,0.6226415094339622
Alexandra Panova,157.0,2.0,14,6.0,3.0,44.0,65.0,18.0,35.0,3.0,12.0,33.0,86.0,95.0,1,0.676923076923077,0.5142857142857142,0.25,0.38372093023255816,2015-07-20,2015,Istanbul,First Round,Hard,100.0,0.06,0.62
Kirsten Flipkens,101.0,2.0,12,0.0,1.0,19.0,20.0,10.0,15.0,5.0,8.0,24.0,42.0,53.0,1,0.95,0.6666666666666666,0.625,0.5714285714285714,2015-07-20,2015,Istanbul,First Round,Hard,35.0,0.0,0.8285714285714286
Lesya Tsurenko,71.0,2.0,12,2.0,3.0,21.0,32.0,5.0,9.0,6.0,12.0,35.0,58.0,61.0,1,0.65625,0.5555555555555556,0.5,0.603448275862069,2015-07-20,2015,Istanbul,Second Round,Hard,41.0,0.04878048780487805,0.6341463414634146
Kirsten Flipkens,101.0,2.0,14,1.0,2.0,28.0,40.0,16.0,34.0,5.0,9.0,38.0,76.0,82.0,1,0.7,0.47058823529411764,0.5555555555555556,0.5,2015-07-20,2015,Istanbul,Second Round,Hard,74.0,0.013513513513513514,0.5945945945945946
Roberta Vinci,58.0,2.0,13,2.0,4.0,28.0,45.0,18.0,32.0,5.0,6.0,32.0,67.0,78.0,1,0.6222222222222222,0.5625,0.8333333333333334,0.47761194029850745,2015-07-20,2015,Istanbul,Second Round,Hard,77.0,0.025974025974025976,0.5974025974025974
Tsvetana Pironkova,42.0,2.0,13,1.0,2.0,16.0,35.0,13.0,28.0,8.0,13.0,46.0,82.0,75.0,1,0.45714285714285713,0.4642857142857143,0.6153846153846154,0.5609756097560976,2015-07-20,2015,Istanbul,Second Round,Hard,63.0,0.015873015873015872,0.4603174603174603
Urszula Radwanska,99.0,2.0,12,2.0,2.0,26.0,35.0,6.0,19.0,6.0,12.0,35.0,61.0,67.0,1,0.7428571428571429,0.3157894736842105,0.5,0.5737704918032787,2015-07-20,2015,Istanbul,Second Round,Hard,54.0,0.037037037037037035,0.5925925925925926
Francesca Schiavone,85.0,2.0,13,8.0,6.0,27.0,37.0,16.0,33.0,3.0,4.0,29.0,71.0,72.0,1,0.7297297297297297,0.48484848484848486,0.75,0.4084507042253521,2015-07-20,2015,Istanbul,Second Round,Hard,70.0,0.11428571428571428,0.6142857142857143
Kateryna Bondarenko,119.0,2.0,16,1.0,8.0,40.0,55.0,9.0,21.0,5.0,9.0,40.0,91.0,89.0,1,0.7272727272727273,0.42857142857142855,0.5555555555555556,0.43956043956043955,2015-07-20,2015,Istanbul,Second Round,Hard,76.0,0.013157894736842105,0.6447368421052632
Magdalena Rybarikova,50.0,2.0,12,2.0,0.0,10.0,15.0,18.0,25.0,6.0,8.0,25.0,33.0,53.0,1,0.6666666666666666,0.72,0.75,0.7575757575757576,2015-07-20,2015,Istanbul,Second Round,Hard,40.0,0.05,0.7
Kirsten Flipkens,101.0,2.0,12,0.0,2.0,25.0,38.0,15.0,26.0,4.0,6.0,27.0,56.0,67.0,1,0.6578947368421053,0.5769230769230769,0.6666666666666666,0.48214285714285715,2015-07-20,2015,Istanbul,Quarter-finals,Hard,64.0,0.0,0.625
Magdalena Rybarikova,50.0,2.0,13,0.0,4.0,34.0,54.0,15.0,34.0,5.0,11.0,46.0,100.0,95.0,1,0.6296296296296297,0.4411764705882353,0.45454545454545453,0.46,2015-07-20,2015,Istanbul,Quarter-finals,Hard,88.0,0.0,0.5568181818181818
Lesya Tsurenko,71.0,2.0,14,0.0,5.0,38.0,72.0,14.0,34.0,7.0,15.0,52.0,94.0,104.0,1,0.5277777777777778,0.4117647058823529,0.4666666666666667,0.5531914893617021,2015-07-20,2015,Istanbul,Quarter-finals,Hard,106.0,0.0,0.49056603773584906
Urszula Radwanska,99.0,2.0,16,0.0,1.0,29.0,69.0,11.0,20.0,9.0,14.0,52.0,93.0,92.0,1,0.42028985507246375,0.55,0.6428571428571429,0.5591397849462365,2015-07-20,2015,Istanbul,Quarter-finals,Hard,89.0,0.0,0.449438202247191
Lesya Tsurenko,71.0,2.0,12,2.0,1.0,28.0,41.0,9.0,14.0,4.0,11.0,31.0,64.0,68.0,1,0.6829268292682927,0.6428571428571429,0.36363636363636365,0.484375,2015-07-20,2015,Istanbul,Semi-finals,Hard,55.0,0.03636363636363636,0.6727272727272727
Urszula Radwanska,99.0,2.0,16,0.0,1.0,37.0,63.0,13.0,23.0,7.0,19.0,48.0,95.0,98.0,1,0.5873015873015873,0.5652173913043478,0.3684210526315789,0.5052631578947369,2015-07-20,2015,Istanbul,Semi-finals,Hard,86.0,0.0,0.5813953488372093
Lesya Tsurenko,71.0,2.0,13,0.0,1.0,26.0,43.0,14.0,18.0,5.0,14.0,33.0,68.0,73.0,1,0.6046511627906976,0.7777777777777778,0.35714285714285715,0.4852941176470588,2015-07-20,2015,Istanbul,Finals,Hard,61.0,0.0,0.6557377049180327
Donna Vekic,140.0,2.0,12,4.0,3.0,23.0,32.0,11.0,25.0,6.0,10.0,33.0,61.0,67.0,1,0.71875,0.44,0.6,0.5409836065573771,2015-07-27,2015,Baku,First Round,Hard,57.0,0.07017543859649122,0.5964912280701754
Zhaoxuan Yang,169.0,1.0,6,0.0,6.0,16.0,24.0,2.0,8.0,3.0,3.0,15.0,23.0,33.0,1,0.6666666666666666,0.25,1.0,0.6521739130434783,2015-07-27,2015,Baku,First Round,Hard,32.0,0.0,0.5625
Karin Knapp,38.0,2.0,12,2.0,1.0,24.0,36.0,6.0,13.0,6.0,9.0,29.0,53.0,59.0,1,0.6666666666666666,0.46153846153846156,0.6666666666666666,0.5471698113207547,2015-07-27,2015,Baku,First Round,Hard,49.0,0.04081632653061224,0.6122448979591837
Margarita Gasparyan,112.0,2.0,13,5.0,7.0,19.0,35.0,17.0,30.0,6.0,9.0,33.0,60.0,69.0,1,0.5428571428571428,0.5666666666666667,0.6666666666666666,0.55,2015-07-27,2015,Baku,First Round,Hard,65.0,0.07692307692307693,0.5538461538461539
Kirsten Flipkens,86.0,2.0,18,4.0,4.0,35.0,47.0,28.0,47.0,5.0,9.0,40.0,96.0,103.0,1,0.7446808510638298,0.5957446808510638,0.5555555555555556,0.4166666666666667,2015-07-27,2015,Baku,First Round,Hard,94.0,0.0425531914893617,0.6702127659574468
Lin Zhu,126.0,2.0,16,2.0,7.0,29.0,49.0,25.0,51.0,8.0,20.0,53.0,104.0,107.0,1,0.5918367346938775,0.49019607843137253,0.4,0.5096153846153846,2015-07-27,2015,Baku,First Round,Hard,100.0,0.02,0.54
Olga Savchuk,283.0,2.0,12,3.0,2.0,23.0,26.0,11.0,21.0,4.0,7.0,34.0,68.0,68.0,1,0.8846153846153846,0.5238095238095238,0.5714285714285714,0.5,2015-07-27,2015,Baku,First Round,Hard,47.0,0.06382978723404255,0.723404255319149
Andrea Hlavackova,149.0,2.0,14,1.0,8.0,34.0,51.0,13.0,37.0,6.0,13.0,44.0,88.0,91.0,1,0.6666666666666666,0.35135135135135137,0.46153846153846156,0.5,2015-07-27,2015,Baku,First Round,Hard,88.0,0.011363636363636364,0.5340909090909091
Alexandra Panova,144.0,2.0,12,3.0,1.0,24.0,30.0,12.0,21.0,4.0,9.0,27.0,53.0,63.0,1,0.8,0.5714285714285714,0.4444444444444444,0.5094339622641509,2015-07-27,2015,Baku,First Round,Hard,51.0,0.058823529411764705,0.7058823529411765
Kateryna Bondarenko,106.0,2.0,12,2.0,4.0,33.0,49.0,9.0,23.0,5.0,10.0,24.0,44.0,66.0,1,0.673469387755102,0.391304347826087,0.5,0.5454545454545454,2015-07-27,2015,Baku,First Round,Hard,72.0,0.027777777777777776,0.5833333333333334
Anett Kontaveit,173.0,2.0,13,1.0,5.0,27.0,43.0,14.0,26.0,6.0,10.0,31.0,58.0,72.0,1,0.627906976744186,0.5384615384615384,0.6,0.5344827586206896,2015-07-27,2015,Baku,First Round,Hard,69.0,0.014492753623188406,0.5942028985507246
Vitalia Diatchenko,92.0,2.0,12,0.0,5.0,29.0,42.0,10.0,17.0,4.0,13.0,31.0,62.0,70.0,1,0.6904761904761905,0.5882352941176471,0.3076923076923077,0.5,2015-07-27,2015,Baku,First Round,Hard,59.0,0.0,0.6610169491525424
Patricia Maria Tig,154.0,2.0,12,1.0,7.0,17.0,30.0,8.0,24.0,7.0,10.0,35.0,57.0,60.0,1,0.5666666666666667,0.3333333333333333,0.7,0.6140350877192983,2015-07-27,2015,Baku,First Round,Hard,54.0,0.018518518518518517,0.46296296296296297
Evgeniya Rodina,98.0,2.0,8,0.0,2.0,11.0,15.0,8.0,13.0,4.0,7.0,19.0,27.0,38.0,1,0.7333333333333333,0.6153846153846154,0.5714285714285714,0.7037037037037037,2015-07-27,2015,Baku,First Round,Hard,28.0,0.0,0.6785714285714286
Anastasia Pavlyuchenkova,42.0,2.0,16,5.0,11.0,41.0,57.0,20.0,48.0,5.0,6.0,43.0,99.0,104.0,1,0.7192982456140351,0.4166666666666667,0.8333333333333334,0.43434343434343436,2015-07-27,2015,Baku,First Round,Hard,105.0,0.047619047619047616,0.580952380952381
Oleksandra Korashvili,582.0,2.0,12,2.0,3.0,17.0,22.0,10.0,15.0,6.0,10.0,29.0,44.0,56.0,1,0.7727272727272727,0.6666666666666666,0.6,0.6590909090909091,2015-07-27,2015,Baku,First Round,Hard,37.0,0.05405405405405406,0.7297297297297297
Anastasia Pavlyuchenkova,42.0,1.0,3,0.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,9.0,14.0,14.0,1,1.0,0.25,0.6666666666666666,0.6428571428571429,2015-07-27,2015,Baku,Second Round,Hard,8.0,0.0,0.625
Alexandra Panova,144.0,2.0,13,4.0,0.0,39.0,53.0,10.0,20.0,3.0,7.0,26.0,66.0,75.0,1,0.7358490566037735,0.5,0.42857142857142855,0.3939393939393939,2015-07-27,2015,Baku,Second Round,Hard,73.0,0.0547945205479452,0.6712328767123288
Patricia Maria Tig,154.0,2.0,13,0.0,0.0,34.0,50.0,11.0,18.0,3.0,4.0,21.0,58.0,66.0,1,0.68,0.6111111111111112,0.75,0.3620689655172414,2015-07-27,2015,Baku,Second Round,Hard,68.0,0.0,0.6617647058823529
Kirsten Flipkens,86.0,2.0,13,3.0,0.0,29.0,41.0,12.0,20.0,4.0,9.0,37.0,80.0,78.0,1,0.7073170731707317,0.6,0.4444444444444444,0.4625,2015-07-27,2015,Baku,Second Round,Hard,61.0,0.04918032786885246,0.6721311475409836
Donna Vekic,140.0,2.0,12,2.0,3.0,21.0,42.0,13.0,25.0,6.0,10.0,42.0,86.0,76.0,1,0.5,0.52,0.6,0.4883720930232558,2015-07-27,2015,Baku,Second Round,Hard,67.0,0.029850746268656716,0.5074626865671642
Margarita Gasparyan,112.0,2.0,12,3.0,7.0,22.0,32.0,10.0,33.0,7.0,9.0,37.0,67.0,69.0,1,0.6875,0.30303030303030304,0.7777777777777778,0.5522388059701493,2015-07-27,2015,Baku,Second Round,Hard,65.0,0.046153846153846156,0.49230769230769234
Karin Knapp,38.0,2.0,12,3.0,2.0,21.0,30.0,8.0,14.0,6.0,7.0,24.0,29.0,53.0,1,0.7,0.5714285714285714,0.8571428571428571,0.8275862068965517,2015-07-27,2015,Baku,Second Round,Hard,44.0,0.06818181818181818,0.6590909090909091
Evgeniya Rodina,98.0,2.0,12,0.0,8.0,20.0,26.0,12.0,22.0,5.0,6.0,23.0,37.0,55.0,1,0.7692307692307693,0.5454545454545454,0.8333333333333334,0.6216216216216216,2015-07-27,2015,Baku,Second Round,Hard,48.0,0.0,0.6666666666666666
Anastasia Pavlyuchenkova,42.0,2.0,12,2.0,5.0,19.0,23.0,16.0,25.0,4.0,5.0,24.0,46.0,59.0,1,0.8260869565217391,0.64,0.8,0.5217391304347826,2015-07-27,2015,Baku,Quarter-finals,Hard,48.0,0.041666666666666664,0.7291666666666666
