Player1,Player2,Rank_diff,Sets_Won_diff,Games_Won_diff,Aces_diff,DoubleFaults_diff,FirstServes_Won_diff,FirstServes_In_diff,SecondServes_Won_diff,SecondServes_In_diff,BreakPoints_Won_diff,BreakPoints_diff,ReturnPoints_Won_diff,ReturnPoints_Faced_diff,TotalPoints_Won_diff,FirstServes_ratio_diff,SecondServes_ratio_diff,BreakPoints_ratio_diff,ReturnPoints_ratio_diff,Court_Surface,Round_Description,datetime,year,month,day,Round_Description_clean,Player1_Rank,Player2_Rank,Player1_Rank_Grouped,Player2_Rank_Grouped,Player1Win
Tim Smyczek,Matthew Barton,-305.0,1,4,-6.0,-1.0,0,-2,5,-3,2.0,1.0,10.0,6.0,15,0.02885682574916759,0.25925925925925924,0.4166666666666667,0.10073260073260076,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,125.0,430.0,"(100.0, 125.0]","(425.0, 450.0]",1
Adrian Menendez-Maceiras,Matthias Bachinger,109.0,2,4,-4.0,2.0,3,4,3,-3,1.0,2.0,5.0,-3.0,11,-0.0012515644555695093,0.15552995391705066,0.2,0.07502374169040837,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,233.0,124.0,"(225.0, 250.0]","(100.0, 125.0]",1
Daniel Munoz de la Nava,Maxime Teixeira,-37.0,2,8,-1.0,0.0,9,2,1,-3,4.0,4.0,11.0,1.0,21,0.25416666666666665,0.11904761904761907,0.25,0.20065312046444123,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,174.0,211.0,"(150.0, 175.0]","(200.0, 225.0]",1
Mischa Zverev,James Ward,-89.0,-1,-3,-3.0,5.0,1,11,2,7,-2.0,-3.0,-15.0,-23.0,-12,-0.09112318840579714,-0.0413953488372093,-0.125,-0.05791254554919317,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,158.0,247.0,"(150.0, 175.0]","(225.0, 250.0]",0
Michael Berrer,Pierre-Hugues Herbert,-126.0,2,5,3.0,-4.0,6,8,-3,-13,3.0,0.0,8.0,9.0,11,-0.006249999999999978,0.13647342995169087,1.0,0.07442827442827443,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,135.0,261.0,"(125.0, 150.0]","(250.0, 275.0]",1
Radu Albot,Amir Weintraub,24.0,-1,-7,-8.0,-3.0,5,21,-11,-14,-4.0,-5.0,-13.0,-4.0,-19,-0.1306638566912539,-0.1240143369175627,-0.1333333333333333,-0.10947666195190947,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,220.0,196.0,"(200.0, 225.0]","(175.0, 200.0]",0
Adrian Mannarino,Riccardo Ghedin,-101.0,2,9,5.0,-2.0,-5,-15,7,-5,5.0,11.0,22.0,22.0,24,0.2525252525252525,0.5119047619047619,0.45454545454545453,0.31979949874686714,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,170.0,271.0,"(150.0, 175.0]","(250.0, 275.0]",1
Javier Marti,Steven Diez,-47.0,1,5,8.0,1.0,2,-13,8,18,2.0,2.0,5.0,-6.0,15,0.17307692307692313,-0.04837209302325585,0.101010101010101,0.07514330380406464,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,187.0,234.0,"(175.0, 200.0]","(225.0, 250.0]",1
Tennys Sandgren,Alex Bogomolov Jr.,99.0,-2,-4,5.0,2.0,-2,-12,0,15,-1.0,-3.0,-5.0,-5.0,-7,0.11525974025974028,-0.27777777777777785,0.09999999999999998,-0.03749999999999998,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,232.0,133.0,"(225.0, 250.0]","(125.0, 150.0]",0
Thiemo de Bakker,Jan-Lennard Struff,-40.0,-2,-7,2.0,-5.0,-7,-3,-3,0,-3.0,-2.0,-7.0,8.0,-17,-0.16976127320954904,-0.10714285714285715,-0.6,-0.17025089605734767,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,128.0,168.0,"(125.0, 150.0]","(150.0, 175.0]",0
Thomas Fabbiano,Diego Schwartzman,84.0,-2,-4,-4.0,-2.0,8,16,-6,-5,-2.0,-4.0,-9.0,-9.0,-7,-0.03671596124426313,-0.1288819875776397,-0.0444444444444444,-0.0742340926944226,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,263.0,179.0,"(250.0, 275.0]","(175.0, 200.0]",0
Ti Chen,Michael Yani,-13.0,-2,-6,-3.0,-3.0,4,17,-6,-5,-3.0,-3.0,-14.0,-9.0,-16,-0.15565565565565564,-0.1763285024154589,-0.22222222222222227,-0.15176715176715178,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,212.0,225.0,"(200.0, 225.0]","(200.0, 225.0]",0
Arnau Brugues-Davi,Tsung-Hua Yang,-62.0,1,3,-9.0,1.0,17,25,3,2,1.0,-6.0,-7.0,-28.0,13,-0.013165952235150047,0.051169590643274865,0.41818181818181815,0.02427580579355365,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,198.0,260.0,"(175.0, 200.0]","(250.0, 275.0]",1
Denys Molchanov,Adrian Menendez-Maceiras,10.0,-2,-5,-2.0,3.0,9,9,-10,6,-3.0,-7.0,-16.0,-18.0,-17,0.06493506493506485,-0.5227272727272727,-0.375,-0.1519302615193026,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,243.0,233.0,"(225.0, 250.0]","(225.0, 250.0]",0
Diego Schwartzman,Amir Weintraub,-17.0,-2,-5,-4.0,-3.0,-12,-11,-5,-14,-2.0,1.0,8.0,28.0,-9,-0.12287581699346406,0.14942528735632177,-0.43333333333333335,-0.03384615384615386,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,179.0,196.0,"(175.0, 200.0]","(175.0, 200.0]",0
Jamie Baker,Donald Young,56.0,1,0,2.0,-3.0,12,18,-4,-2,0.0,-6.0,-8.0,-13.0,0,0.001963993453355184,-0.1071428571428571,0.16071428571428573,-0.03866263070996151,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,246.0,190.0,"(225.0, 250.0]","(175.0, 200.0]",1
Florent Serra,Maxime Authom,-34.0,-2,-4,-1.0,-1.0,-6,0,0,0,-2.0,-4.0,-6.0,1.0,-12,-0.16666666666666674,-0.0,-0.2222222222222222,-0.1059322033898305,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,122.0,156.0,"(100.0, 125.0]","(150.0, 175.0]",0
Julian Reister,James Ward,49.0,2,5,-4.0,-1.0,8,14,6,4,2.0,-1.0,-4.0,-17.0,10,-0.0321316614420063,0.2121212121212121,0.55,0.034325396825396814,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,296.0,247.0,"(275.0, 300.0]","(225.0, 250.0]",1
Jan Mertl,Daniel Munoz de la Nava,14.0,-2,-8,-0.0,5.0,3,7,-8,3,-4.0,-5.0,-15.0,-15.0,-20,-0.06417624521072796,-0.42857142857142855,-0.6666666666666666,-0.1737967914438503,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,188.0,174.0,"(175.0, 200.0]","(150.0, 175.0]",0
Arnau Brugues-Davi,Jan-Lennard Struff,30.0,2,8,-1.0,-3.0,1,-7,-2,-19,4.0,10.0,25.0,29.0,24,0.2738095238095237,0.43290043290043284,0.4,0.3474358974358975,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,198.0,168.0,"(175.0, 200.0]","(150.0, 175.0]",1
Javier Marti,Daniel Brands,67.0,-2,-4,-0.0,-1.0,0,4,-2,2,-2.0,-7.0,-8.0,-5.0,-10,-0.08174027686222807,-0.14090909090909093,-0.25,-0.10513771186440679,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,187.0,120.0,"(175.0, 200.0]","(100.0, 125.0]",0
Marco Chiudinelli,Rajeev Ram,18.0,1,6,-7.0,3.0,-13,-7,8,11,-2.0,-9.0,-9.0,-7.0,-14,-0.09469696969696972,0.06619385342789597,0.0368421052631579,-0.05103422802265456,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,148.0,130.0,"(125.0, 150.0]","(125.0, 150.0]",0
Ruben Bemelmans,Marsel Ilhan,-100.0,2,3,-8.0,0.0,0,3,1,-11,1.0,2.0,9.0,8.0,10,-0.042386185243328156,0.18536585365853658,0.08333333333333334,0.06924400900304517,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,114.0,214.0,"(100.0, 125.0]","(200.0, 225.0]",1
Dudi Sela,Michael Berrer,-22.0,1,4,-7.0,-2.0,-7,-12,8,7,2.0,2.0,6.0,7.0,7,0.01666666666666672,0.17536231884057968,0.1333333333333333,0.03601229688186208,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,113.0,135.0,"(100.0, 125.0]","(125.0, 150.0]",1
Michael Yani,Alex Bogomolov Jr.,92.0,-2,-4,3.0,2.0,6,11,-1,13,-2.0,-4.0,-19.0,-26.0,-14,-0.01933404940923733,-0.3826086956521739,-0.08333333333333331,-0.12598639455782312,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,225.0,133.0,"(200.0, 225.0]","(125.0, 150.0]",0
Paul Capdeville,Ricardas Berankis,56.0,-2,-9,-2.0,3.0,2,14,-6,4,-5.0,-11.0,-22.0,-21.0,-26,-0.3506944444444444,-0.4201680672268908,-0.45454545454545453,-0.32857142857142857,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,166.0,110.0,"(150.0, 175.0]","(100.0, 125.0]",0
Adrian Mannarino,Peter Polansky,-13.0,2,8,9.0,2.0,3,-12,-1,-4,4.0,12.0,18.0,14.0,20,0.36182336182336183,0.05964912280701756,0.3333333333333333,0.2609717868338558,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,170.0,183.0,"(150.0, 175.0]","(175.0, 200.0]",1
Ryan Sweeting,Steve Johnson,-22.0,-2,-5,-2.0,-0.0,-16,-28,-2,7,-2.0,4.0,3.0,21.0,-15,0.099622641509434,-0.2606060606060606,-0.625,-0.09601449275362317,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,153.0,175.0,"(150.0, 175.0]","(150.0, 175.0]",0
Cedrik-Marcel Stebe,Tim Smyczek,39.0,2,6,-2.0,0.0,-2,-19,6,10,3.0,6.0,13.0,9.0,17,0.2272727272727273,-0.010889292196007205,0.375,0.14087301587301587,Hard,Qualifying,2013-01-14,2013,1,14,Qualifying,164.0,125.0,"(150.0, 175.0]","(100.0, 125.0]",1
Juan Martin del Potro,Adrian Mannarino,-163.0,3,13,3.0,-5.0,18,8,1,-11,6.0,10.0,22.0,8.0,41,0.31313131313131315,0.3857142857142857,0.6,0.3124346917450366,Hard,First Round,2013-01-14,2013,1,14,First Round,7.0,170.0,"(0.0, 25.0]","(150.0, 175.0]",1
Adrian Menendez-Maceiras,Jeremy Chardy,197.0,-2,-9,-9.0,-4.0,-8,12,0,-1,-4.0,-8.0,-19.0,-7.0,-27,-0.2222222222222222,0.0077441077441077755,-0.16666666666666669,-0.1191966614501826,Hard,First Round,2013-01-14,2013,1,14,First Round,233.0,36.0,"(225.0, 250.0]","(25.0, 50.0]",0
Adrian Ungur,Evgeny Donskoy,17.0,-3,-8,-9.0,2.0,-4,7,-9,-7,-4.0,-3.0,-13.0,-2.0,-26,-0.1757894736842105,-0.13859649122807016,-0.4444444444444444,-0.12428571428571428,Hard,First Round,2013-01-14,2013,1,14,First Round,99.0,82.0,"(75.0, 100.0]","(75.0, 100.0]",0
Richard Gasquet,Albert Montanes,-86.0,3,11,7.0,-5.0,0,-17,5,-5,5.0,9.0,27.0,27.0,32,0.25735912531539107,0.25462962962962965,-0.4,0.22151702786377708,Hard,First Round,2013-01-14,2013,1,14,First Round,10.0,96.0,"(0.0, 25.0]","(75.0, 100.0]",1
Marcos Baghdatis,Albert Ramos-Vinolas,-16.0,1,2,16.0,-6.0,-12,-12,6,1,1.0,-3.0,5.0,17.0,-1,-0.027822193795970618,0.0755275823768975,0.10197368421052633,-0.006120218579235004,Hard,First Round,2013-01-14,2013,1,14,First Round,35.0,51.0,"(25.0, 50.0]","(50.0, 75.0]",1
Alex Bogomolov Jr.,Brian Baker,76.0,-1,-4,-10.0,-1.0,4,20,2,3,-3.0,-1.0,-17.0,-22.0,-11,-0.07537308300667078,0.012500000000000011,-0.17619047619047618,-0.04958791208791208,Hard,First Round,2013-01-14,2013,1,14,First Round,133.0,57.0,"(125.0, 150.0]","(50.0, 75.0]",0
Gael Monfils,Alexandr Dolgopolov,66.0,2,6,19.0,11.0,15,3,-10,-10,3.0,9.0,12.0,-4.0,17,0.16049382716049387,-0.08995037220843671,-0.1339285714285714,0.09071974080074052,Hard,First Round,2013-01-14,2013,1,14,First Round,86.0,20.0,"(75.0, 100.0]","(0.0, 25.0]",1
Benjamin Becker,Aljaz Bedene,-11.0,2,4,5.0,1.0,-3,-16,4,7,2.0,4.0,10.0,8.0,11,0.1163351416515973,0.008882655446470322,0.012121212121212144,0.048451035090295136,Hard,First Round,2013-01-14,2013,1,14,First Round,66.0,77.0,"(50.0, 75.0]","(75.0, 100.0]",1
Feliciano Lopez,Arnau Brugues-Davi,-156.0,3,9,23.0,1.0,16,7,-6,-13,4.0,8.0,16.0,5.0,26,0.23729674796747968,0.042592592592592515,0.4,0.1804139635464937,Hard,First Round,2013-01-14,2013,1,14,First Round,42.0,198.0,"(25.0, 50.0]","(175.0, 200.0]",1
Benjamin Mitchell,James Duckworth,111.0,-1,-1,-14.0,5.0,-18,-10,17,17,-0.0,1.0,-8.0,-12.0,-9,-0.09022231815238513,0.10099474993092011,-0.020833333333333315,-0.01797385620915032,Hard,First Round,2013-01-14,2013,1,14,First Round,334.0,223.0,"(325.0, 350.0]","(200.0, 225.0]",0
Roger Federer,Benoit Paire,-44.0,3,11,-5.0,-8.0,3,-9,3,-11,6.0,9.0,26.0,28.0,32,0.19939965694682682,0.26666666666666666,0.5,0.19692215747796202,Hard,First Round,2013-01-14,2013,1,14,First Round,2.0,46.0,"(0.0, 25.0]","(25.0, 50.0]",1
Somdev Devvarman,Bjorn Phau,473.0,3,10,2.0,-1.0,15,22,5,-4,5.0,-5.0,2.0,-17.0,22,0.014712063892391658,0.19349845201238391,0.5952380952380952,0.10377109704641352,Hard,First Round,2013-01-14,2013,1,14,First Round,551.0,78.0,"(550.0, 575.0]","(75.0, 100.0]",1
Cedrik-Marcel Stebe,Stan Wawrinka,147.0,-3,-9,-3.0,1.0,-12,-4,-6,-6,-4.0,-7.0,-8.0,9.0,-26,-0.1875,-0.07499999999999996,-0.4444444444444444,-0.14034516444154999,Hard,First Round,2013-01-14,2013,1,14,First Round,164.0,17.0,"(150.0, 175.0]","(0.0, 25.0]",0
Sam Querrey,Daniel Munoz de la Nava,-152.0,2,7,22.0,-4.0,17,18,-12,-27,4.0,9.0,14.0,13.0,19,0.041935483870967794,0.07142857142857151,0.4444444444444444,0.08164057445982664,Hard,First Round,2013-01-14,2013,1,14,First Round,22.0,174.0,"(0.0, 25.0]","(150.0, 175.0]",1
Fernando Verdasco,David Goffin,-25.0,1,3,-1.0,-3.0,4,4,9,8,1.0,-4.0,1.0,-9.0,14,0.014030806771389348,0.09448275862068961,0.282051282051282,0.028368794326241176,Hard,First Round,2013-01-14,2013,1,14,First Round,24.0,49.0,"(0.0, 25.0]","(25.0, 50.0]",1
Ivan Dodig,Di Wu,-112.0,2,6,10.0,-4.0,1,-2,6,5,3.0,8.0,4.0,1.0,11,0.031232876712328772,0.059988681380871545,-0.016666666666666663,0.02612927113085789,Hard,First Round,2013-01-14,2013,1,14,First Round,74.0,186.0,"(50.0, 75.0]","(175.0, 200.0]",1
Dudi Sela,Nikolay Davydenko,73.0,-2,-7,-3.0,-1.0,-7,-13,-8,-2,-4.0,3.0,-0.0,16.0,-15,0.010989010989011061,-0.16785714285714293,-0.27960526315789475,-0.04999999999999999,Hard,First Round,2013-01-14,2013,1,14,First Round,113.0,40.0,"(100.0, 125.0]","(25.0, 50.0]",0
Fabio Fognini,Roberto Bautista Agut,-9.0,-1,-6,5.0,-2.0,-4,-3,-1,10,-3.0,-9.0,-12.0,-5.0,-17,-0.02825552825552824,-0.1232323232323232,0.11111111111111116,-0.07595742219136875,Hard,First Round,2013-01-14,2013,1,14,First Round,47.0,56.0,"(25.0, 50.0]","(50.0, 75.0]",0
Filippo Volandri,Gilles Simon,71.0,-2,-7,-7.0,-3.0,1,12,-8,-3,-3.0,-7.0,-16.0,-6.0,-23,-0.10606060606060608,-0.16666666666666663,0.09999999999999998,-0.13672305074567115,Hard,First Round,2013-01-14,2013,1,14,First Round,87.0,16.0,"(75.0, 100.0]","(0.0, 25.0]",0
Tobias Kamke,Flavio Cipolla,-5.0,3,12,1.0,-6.0,7,-2,13,10,6.0,7.0,12.0,-2.0,32,0.17391304347826086,0.2575187969924812,0.2820512820512821,0.15534262485481998,Hard,First Round,2013-01-14,2013,1,14,First Round,90.0,95.0,"(75.0, 100.0]","(75.0, 100.0]",1
Gilles Muller,Lukas Lacko,25.0,-3,-7,-2.0,3.0,-10,-4,-2,4,-3.0,1.0,-12.0,-3.0,-24,-0.1189522342064715,-0.10151615029663813,-0.5238095238095237,-0.1092233009708738,Hard,First Round,2013-01-14,2013,1,14,First Round,69.0,44.0,"(50.0, 75.0]","(25.0, 50.0]",0
Marcel Granollers,Grega Zemlja,-26.0,3,3,-2.0,-1.0,-5,-5,7,-10,0.0,0.0,17.0,16.0,19,-0.030364372469635637,0.35267857142857145,0.0,0.12041066845218168,Hard,First Round,2013-01-14,2013,1,14,First Round,32.0,58.0,"(25.0, 50.0]","(50.0, 75.0]",1
Grigor Dimitrov,Julien Benneteau,3.0,-3,-8,-1.0,-1.0,-5,16,4,8,-4.0,-4.0,-25.0,-23.0,-26,-0.29550827423167847,-0.015873015873015817,-0.380952380952381,-0.19324675324675325,Hard,First Round,2013-01-14,2013,1,14,First Round,41.0,38.0,"(25.0, 50.0]","(25.0, 50.0]",0
Amir Weintraub,Guido Pella,99.0,3,7,6.0,0.0,18,14,-1,-3,3.0,0.0,6.0,-11.0,23,0.12027027027027026,0.017241379310344862,0.5,0.09837892603850051,Hard,First Round,2013-01-14,2013,1,14,First Round,196.0,97.0,"(175.0, 200.0]","(75.0, 100.0]",1
Rajeev Ram,Guillermo Garcia-Lopez,45.0,2,5,-1.0,-3.0,13,14,-7,-18,3.0,5.0,10.0,7.0,16,0.039143135345666935,0.037037037037037035,0.12121212121212122,0.06265769554247269,Hard,First Round,2013-01-14,2013,1,14,First Round,130.0,85.0,"(125.0, 150.0]","(75.0, 100.0]",1
Andreas Seppi,Horacio Zeballos,-44.0,3,10,6.0,-1.0,5,-8,4,2,5.0,9.0,15.0,7.0,24,0.2330141358869129,0.1071428571428571,0.4166666666666667,0.1689521800281294,Hard,First Round,2013-01-14,2013,1,14,First Round,23.0,67.0,"(0.0, 25.0]","(50.0, 75.0]",1
Igor Sijsling,Denis Istomin,15.0,-2,-7,4.0,-1.0,-2,5,-1,10,-3.0,-13.0,-18.0,-14.0,-21,-0.08220108695652173,-0.17078780908568147,0.20588235294117646,-0.1220419202163624,Hard,First Round,2013-01-14,2013,1,14,First Round,65.0,50.0,"(50.0, 75.0]","(25.0, 50.0]",0
Tim Smyczek,Ivo Karlovic,22.0,3,5,-12.0,-2.0,8,6,-5,-12,2.0,4.0,9.0,8.0,12,0.04753623188405798,0.03952901597981495,0.2857142857142857,0.05974842767295596,Hard,First Round,2013-01-14,2013,1,14,First Round,125.0,103.0,"(100.0, 125.0]","(100.0, 125.0]",1
Lukas Rosol,Jamie Baker,-171.0,3,7,1.0,1.0,-8,-16,9,2,3.0,9.0,15.0,13.0,16,0.05575582792597933,0.21491228070175433,-0.24999999999999994,0.10224929709465796,Hard,First Round,2013-01-14,2013,1,14,First Round,75.0,246.0,"(50.0, 75.0]","(225.0, 250.0]",1
Milos Raonic,Jan Hajek,-89.0,2,7,27.0,4.0,3,-17,2,-4,3.0,10.0,26.0,17.0,31,0.20184790334044067,0.10227272727272729,0.06666666666666665,0.169781284606866,Hard,First Round,2013-01-14,2013,1,14,First Round,15.0,104.0,"(0.0, 25.0]","(100.0, 125.0]",1
Tatsuma Ito,John Millman,-100.0,1,-3,-14.0,-1.0,-16,-14,13,20,-1.0,6.0,-9.0,-5.0,-12,-0.07745289148797929,0.05525197328476017,-0.2,-0.0413584161206228,Hard,First Round,2013-01-14,2013,1,14,First Round,84.0,184.0,"(75.0, 100.0]","(175.0, 200.0]",1
Joao Sousa,John-Patrick Smith,-137.0,3,9,2.0,3.0,9,2,6,4,4.0,11.0,9.0,-9.0,24,0.15486194477791126,0.10647010647010646,0.06578947368421051,0.14261393399685696,Hard,First Round,2013-01-14,2013,1,14,First Round,100.0,237.0,"(75.0, 100.0]","(225.0, 250.0]",1
Alejandro Falla,Josselin Ouanna,-64.0,3,6,-7.0,-6.0,13,20,-2,-12,3.0,-4.0,3.0,-2.0,14,-0.025703298927342577,0.101010101010101,0.375,0.031911675741076784,Hard,First Round,2013-01-14,2013,1,14,First Round,54.0,118.0,"(50.0, 75.0]","(100.0, 125.0]",1
Andrey Kuznetsov,Juan Monaco,67.0,3,11,4.0,3.0,19,7,7,16,5.0,4.0,3.0,-26.0,29,0.3125512715340443,-0.01609195402298852,0.23636363636363633,0.17307692307692302,Hard,First Round,2013-01-14,2013,1,14,First Round,79.0,12.0,"(75.0, 100.0]","(0.0, 25.0]",1
Julian Reister,Guillaume Rufin,204.0,-2,-8,-3.0,-0.0,4,21,-13,-17,-4.0,-10.0,-13.0,-4.0,-22,-0.10762400489895896,-0.12968515742128933,0.05555555555555558,-0.09209917355371905,Hard,First Round,2013-01-14,2013,1,14,First Round,296.0,92.0,"(275.0, 300.0]","(75.0, 100.0]",0
Leonardo Mayer,Bernard Tomic,29.0,-3,-10,-2.0,2.0,-9,2,-3,4,-5.0,-7.0,-18.0,-8.0,-30,-0.2456709956709957,-0.21328671328671328,-0.7142857142857143,-0.22916666666666669,Hard,First Round,2013-01-14,2013,1,14,First Round,72.0,43.0,"(50.0, 75.0]","(25.0, 50.0]",0
Janko Tipsarevic,Lleyton Hewitt,-72.0,3,6,9.0,-2.0,8,2,-7,-22,2.0,8.0,21.0,22.0,22,0.10383064516129037,0.057602862254025,-0.21538461538461534,0.10512820512820514,Hard,First Round,2013-01-14,2013,1,14,First Round,9.0,81.0,"(0.0, 25.0]","(75.0, 100.0]",1
Daniel Gimeno-Traver,Lukasz Kubot,-5.0,1,7,11.0,2.0,7,16,7,1,4.0,-1.0,-3.0,-19.0,11,-0.050000000000000044,0.11250730566919931,0.30476190476190473,0.027563304275633027,Hard,First Round,2013-01-14,2013,1,14,First Round,71.0,76.0,"(50.0, 75.0]","(75.0, 100.0]",1
Luke Saville,Go Soeda,276.0,-2,-9,2.0,4.0,-12,3,-9,-11,-5.0,-13.0,-13.0,4.0,-34,-0.18888888888888888,-0.06559877955758964,0.15555555555555556,-0.11245265151515149,Hard,First Round,2013-01-14,2013,1,14,First Round,349.0,73.0,"(325.0, 350.0]","(50.0, 75.0]",0
Marinko Matosevic,Marin Cilic,34.0,-3,-8,-7.0,5.0,-14,-15,-6,-2,-4.0,1.0,-3.0,12.0,-23,-0.060946271050521195,-0.10416666666666663,-0.4,-0.06838172704057505,Hard,First Round,2013-01-14,2013,1,14,First Round,48.0,14.0,"(25.0, 50.0]","(0.0, 25.0]",0
Daniel Brands,Martin Klizan,90.0,2,5,1.0,1.0,13,10,-6,-12,2.0,3.0,9.0,1.0,16,0.07919649041791732,0.045405405405405386,0.16666666666666669,0.0886415172129458,Hard,First Round,2013-01-14,2013,1,14,First Round,120.0,30.0,"(100.0, 125.0]","(25.0, 50.0]",1
Mikhail Youzhny,Matthew Ebden,-83.0,1,5,-8.0,-3.0,15,33,10,14,2.0,-6.0,-22.0,-44.0,3,-0.07799999999999996,0.04052384482332594,0.2777777777777778,-0.038076923076923064,Hard,First Round,2013-01-14,2013,1,14,First Round,25.0,108.0,"(0.0, 25.0]","(100.0, 125.0]",1
Maxime Authom,Carlos Berlocq,88.0,-2,-1,-6.0,-3.0,-2,3,2,4,1.0,-3.0,-7.0,-4.0,-7,-0.050753012048192825,-0.0,0.22222222222222227,-0.03848532419960993,Hard,First Round,2013-01-14,2013,1,14,First Round,156.0,68.0,"(150.0, 175.0]","(50.0, 75.0]",0
Michael Llodra,Jo-Wilfried Tsonga,44.0,-3,-8,-7.0,-1.0,-18,-13,7,13,-4.0,-6.0,-11.0,1.0,-22,-0.15709219858156032,-0.021052631578947323,-0.5,-0.12768130745658837,Hard,First Round,2013-01-14,2013,1,14,First Round,52.0,8.0,"(50.0, 75.0]","(0.0, 25.0]",0
Michael Russell,Tomas Berdych,88.0,-3,-8,-4.0,-0.0,7,22,-18,-21,-4.0,-4.0,-12.0,-1.0,-23,-0.13598519888991667,-0.22499999999999998,-0.25,-0.12295632698768194,Hard,First Round,2013-01-14,2013,1,14,First Round,94.0,6.0,"(75.0, 100.0]","(0.0, 25.0]",0
Jurgen Melzer,Mikhail Kukushkin,-76.0,3,14,9.0,-2.0,16,2,-1,-12,7.0,14.0,25.0,12.0,40,0.3595238095238095,0.17748917748917747,0.4375,0.28391608391608386,Hard,First Round,2013-01-14,2013,1,14,First Round,29.0,105.0,"(25.0, 50.0]","(100.0, 125.0]",1
Olivier Rochus,David Ferrer,121.0,-3,-9,-2.0,2.0,-7,3,1,11,-4.0,-10.0,-20.0,-16.0,-26,-0.1825980392156863,-0.18158567774936063,-0.0,-0.18067022826614865,Hard,First Round,2013-01-14,2013,1,14,First Round,126.0,5.0,"(125.0, 150.0]","(0.0, 25.0]",0
Pablo Andujar,Xavier Malisse,-10.0,-3,-12,-5.0,5.0,-3,4,-6,10,-6.0,-8.0,-23.0,-19.0,-32,-0.12471655328798192,-0.3423423423423423,-0.5,-0.19764957264957267,Hard,First Round,2013-01-14,2013,1,14,First Round,45.0,55.0,"(25.0, 50.0]","(50.0, 75.0]",0
Kevin Anderson,Paolo Lorenzi,-28.0,2,3,4.0,-1.0,11,18,-1,-11,0.0,1.0,3.0,-6.0,13,-0.026362877251580596,0.11363636363636359,-0.05357142857142855,0.037330316742081426,Hard,First Round,2013-01-14,2013,1,14,First Round,31.0,59.0,"(25.0, 50.0]","(50.0, 75.0]",1
Novak Djokovic,Paul-Henri Mathieu,-59.0,3,8,4.0,-2.0,-1,-9,10,0,4.0,4.0,18.0,11.0,27,0.1125967628430683,0.35714285714285715,0.5714285714285714,0.17679324894514764,Hard,First Round,2013-01-14,2013,1,14,First Round,1.0,60.0,"(0.0, 25.0]","(50.0, 75.0]",1
Rhyne Williams,Florian Mayer,166.0,-1,-3,6.0,6.0,-7,-14,9,20,-2.0,-5.0,-4.0,-12.0,-2,0.03589743589743599,-0.004398240703718526,-0.03977272727272729,0.00033783783783780663,Hard,First Round,2013-01-14,2013,1,14,First Round,194.0,28.0,"(175.0, 200.0]","(25.0, 50.0]",0
Andy Murray,Robin Haase,-50.0,3,11,2.0,0.0,21,21,-3,-14,6.0,6.0,11.0,-7.0,29,0.1767676767676768,0.11764705882352944,0.3296703296703297,0.19607843137254904,Hard,First Round,2013-01-14,2013,1,14,First Round,3.0,53.0,"(0.0, 25.0]","(50.0, 75.0]",1
Ruben Bemelmans,Edouard Roger-Vasselin,13.0,1,8,-1.0,-5.0,2,10,1,-10,-1.0,-3.0,3.0,5.0,6,-0.03856426291446813,0.07255244755244755,0.02941176470588236,0.005129988696635057,Hard,First Round,2013-01-14,2013,1,14,First Round,114.0,101.0,"(100.0, 125.0]","(100.0, 125.0]",0
Yen-Hsun Lu,Ruben Ramirez Hidalgo,-30.0,2,12,1.0,-2.0,8,4,12,-3,6.0,8.0,19.0,1.0,39,0.1001155179052754,0.3815580286168522,0.30303030303030304,0.2106741573033708,Hard,First Round,2013-01-14,2013,1,14,First Round,61.0,91.0,"(50.0, 75.0]","(75.0, 100.0]",1
